time_sn,ctrlong,ctrlatr,ax_m_s2,ay_m_s2,az_m_s2,p_rad_s,q_rad_s,r_rad_s,quat_e0,quat_ex,quat_ey,quat_ez,alpha_rad,beta_rad,tas_m_s,de_rad,dr_rad,da_rad,mass_kg,thrust_N_1,lat_rad,lon_rad,alt_m
16.76,1,1,0.20405498,-0.005624885,-9.725186322,0.000336582,-0.002046601,-0.001636898,0.999679914,-0.001553399,0.013363678,-0.021426462,0.051668135,0.000961555,25.4259336,0,0,0,10.499447,6.104923474,0.785468396,-2.129304045,985.3756122
16.78,1,1,0.204348073,-0.005628242,-9.726328531,0.000337043,-0.002009923,-0.001634714,0.99967984,-0.001550685,0.013343306,-0.021442829,0.051687925,0.000961846,25.42487309,0,0,0,10.49944636,6.105129314,0.785468475,-2.12930405,985.362881
16.8,1,1,0.204638512,-0.005631582,-9.727462487,0.00033749,-0.001973531,-0.001632526,0.99967976,-0.001547958,0.013323299,-0.021459174,0.051707536,0.000962135,25.42382517,0,0,0,10.49944572,6.105334082,0.785468555,-2.129304055,985.3501197
16.82,1,1,0.204926316,-0.005634905,-9.728588139,0.000337923,-0.001937425,-0.001630333,0.999679675,-0.001545219,0.013303654,-0.021475497,0.051726967,0.000962422,25.42278964,0,0,0,10.49944508,6.105537798,0.785468635,-2.129304059,985.3373289
16.84,1,1,0.205211503,-0.005638211,-9.729705444,0.000338343,-0.001901605,-0.001628136,0.999679586,-0.001542468,0.013284369,-0.0214918,0.05174622,0.000962706,25.42176632,0,0,0,10.49944444,6.105740485,0.785468715,-2.129304064,985.324509
16.86,1,1,0.205494091,-0.0056415,-9.730814361,0.000338748,-0.001866072,-0.001625934,0.999679491,-0.001539704,0.01326544,-0.021508081,0.051765296,0.000962989,25.42075503,0,0,0,10.49944381,6.105942167,0.785468794,-2.129304069,985.3116605
16.88,1,1,0.205774101,-0.005644773,-9.731914853,0.00033914,-0.001830826,-0.001623729,0.999679392,-0.001536929,0.013246865,-0.02152434,0.051784196,0.000963269,25.41975557,0,0,0,10.49944317,6.10614287,0.785468874,-2.129304074,985.2987839
16.9,1,1,0.206051552,-0.005648029,-9.733006887,0.000339518,-0.001795867,-0.001621519,0.999679287,-0.001534142,0.013228641,-0.021540579,0.051802921,0.000963547,25.41876778,0,0,0,10.49944253,6.106342619,0.785468954,-2.129304078,985.2858795
16.92,1,1,0.206326463,-0.005651269,-9.734090432,0.000339883,-0.001761197,-0.001619305,0.999679179,-0.001531344,0.013210765,-0.021556795,0.051821471,0.000963822,25.41779147,0,0,0,10.49944189,6.106541443,0.785469034,-2.129304083,985.2729478
16.94,1,1,0.206598856,-0.005654493,-9.73516546,0.000340234,-0.001726814,-0.001617088,0.999679065,-0.001528534,0.013193234,-0.02157299,0.051839849,0.000964096,25.41682646,0,0,0,10.49944125,6.106739369,0.785469113,-2.129304088,985.2599893
16.96,1,1,0.20686875,-0.0056577,-9.736231945,0.000340571,-0.00169272,-0.001614867,0.999678947,-0.001525713,0.013176045,-0.021589164,0.051858054,0.000964367,25.41587258,0,0,0,10.49944061,6.106936426,0.785469193,-2.129304092,985.2470044
16.98,1,1,0.207136166,-0.005660891,-9.737289865,0.000340895,-0.001658915,-0.001612642,0.999678824,-0.001522881,0.013159195,-0.021605315,0.051876089,0.000964636,25.41492964,0,0,0,10.49943998,6.107132643,0.785469273,-2.129304097,985.2339934
17,1,1,0.207401125,-0.005664065,-9.738339196,0.000341206,-0.0016254,-0.001610414,0.999678697,-0.001520038,0.013142682,-0.021621445,0.051893954,0.000964904,25.41399747,0,0,0,10.49943934,6.107328052,0.785469352,-2.129304102,985.2209569
17.02,1,1,0.207663647,-0.005667224,-9.739379919,0.000341504,-0.001592176,-0.001608183,0.999678565,-0.001517185,0.013126503,-0.021637553,0.051911649,0.000965169,25.41307591,0,0,0,10.4994387,6.107522683,0.785469432,-2.129304107,985.2078953
17.04,1,1,0.207923754,-0.005670366,-9.740412014,0.000341789,-0.001559242,-0.001605948,0.999678429,-0.001514322,0.013110654,-0.02165364,0.051929178,0.000965432,25.41216478,0,0,0,10.49943806,6.107716566,0.785469512,-2.129304111,985.194809
17.06,1,1,0.208181466,-0.005673492,-9.741435466,0.000342061,-0.001526599,-0.00160371,0.999678289,-0.001511448,0.013095132,-0.021669704,0.051946539,0.000965693,25.41126391,0,0,0,10.49943742,6.107909734,0.785469592,-2.129304116,985.1816983
17.08,1,1,0.208436804,-0.005676603,-9.742450258,0.00034232,-0.001494249,-0.001601469,0.999678145,-0.001508564,0.013079936,-0.021685747,0.051963735,0.000965952,25.41037314,0,0,0,10.49943678,6.108102218,0.785469671,-2.129304121,985.1685638
17.1,1,1,0.20868979,-0.005679697,-9.743456375,0.000342566,-0.00146219,-0.001599225,0.999677996,-0.001505671,0.013065061,-0.021701768,0.051980767,0.000966209,25.40949229,0,0,0,10.49943615,6.108294051,0.785469751,-2.129304126,985.1554058
17.12,1,1,0.208940443,-0.005682775,-9.744453805,0.000342799,-0.001430425,-0.001596979,0.999677843,-0.001502768,0.013050506,-0.021717767,0.051997635,0.000966464,25.40862121,0,0,0,10.49943551,6.108485264,0.785469831,-2.12930413,985.1422247
17.14,1,1,0.209188785,-0.005685838,-9.745442536,0.00034302,-0.001398952,-0.001594729,0.999677686,-0.001499855,0.013036266,-0.021733744,0.052014341,0.000966717,25.40775973,0,0,0,10.49943487,6.108675891,0.78546991,-2.129304135,985.1290209
17.16,1,1,0.209434836,-0.005688884,-9.746422558,0.000343229,-0.001367772,-0.001592477,0.999677525,-0.001496934,0.01302234,-0.021749699,0.052030886,0.000966968,25.40690768,0,0,0,10.49943423,6.108865964,0.78546999,-2.12930414,985.1157949
17.18,1,1,0.209678619,-0.005691915,-9.747393862,0.000343425,-0.001336886,-0.001590223,0.99967736,-0.001494003,0.013008724,-0.021765631,0.052047271,0.000967217,25.40606492,0,0,0,10.49943359,6.109055515,0.78547007,-2.129304145,985.102547
17.2,1,1,0.209920153,-0.005694929,-9.74835644,0.000343609,-0.001306294,-0.001587966,0.999677191,-0.001491063,0.012995415,-0.021781542,0.052063497,0.000967464,25.40523128,0,0,0,10.49943295,6.109244577,0.785470149,-2.129304149,985.0892776
17.22,1,1,0.21015946,-0.005697928,-9.749310287,0.000343781,-0.001275995,-0.001585706,0.999677018,-0.001488115,0.01298241,-0.021797431,0.052079565,0.000967709,25.40440661,0,0,0,10.49943232,6.109433183,0.785470229,-2.129304154,985.0759871
17.24,1,1,0.21039656,-0.005700912,-9.750255399,0.00034394,-0.001245989,-0.001583445,0.999676841,-0.001485158,0.012969707,-0.021813297,0.052095476,0.000967953,25.40359075,0,0,0,10.49943168,6.109621364,0.785470309,-2.129304159,985.0626759
17.26,1,1,0.210631475,-0.005703879,-9.751191773,0.000344088,-0.001216277,-0.001581181,0.99967666,-0.001482192,0.012957302,-0.021829142,0.052111232,0.000968194,25.40278355,0,0,0,10.49943104,6.109809154,0.785470389,-2.129304164,985.0493444
17.28,1,1,0.210864225,-0.005706831,-9.752119407,0.000344225,-0.001186859,-0.001578916,0.999676476,-0.001479219,0.012945193,-0.021844964,0.052126834,0.000968434,25.40198485,0,0,0,10.4994304,6.109996585,0.785470468,-2.129304169,985.0359929
17.3,1,1,0.211094832,-0.005709766,-9.753038303,0.000344349,-0.001157733,-0.001576648,0.999676288,-0.001476237,0.012933376,-0.021860764,0.052142283,0.000968672,25.40119451,0,0,0,10.49942976,6.110183688,0.785470548,-2.129304173,985.0226218
17.32,1,1,0.211323316,-0.005712687,-9.753948462,0.000344462,-0.0011289,-0.001574379,0.999676096,-0.001473248,0.012921849,-0.021876542,0.052157579,0.000968908,25.40041237,0,0,0,10.49942912,6.110370495,0.785470628,-2.129304178,985.0092315
17.34,1,1,0.211549698,-0.005715591,-9.754849888,0.000344564,-0.001100359,-0.001572108,0.999675901,-0.001470251,0.012910609,-0.021892297,0.052172724,0.000969142,25.3996383,0,0,0,10.49942849,6.110557038,0.785470707,-2.129304183,984.9958224
17.36,1,1,0.211773999,-0.00571848,-9.755742586,0.000344654,-0.00107211,-0.001569835,0.999675702,-0.001467247,0.012899653,-0.02190803,0.05218772,0.000969374,25.39887214,0,0,0,10.49942785,6.110743348,0.785470787,-2.129304188,984.9823948
17.38,1,1,0.211996241,-0.005721353,-9.756626563,0.000344733,-0.001044153,-0.001567561,0.9996755,-0.001464235,0.012888978,-0.021923741,0.052202567,0.000969605,25.39811376,0,0,0,10.49942721,6.110929455,0.785470867,-2.129304193,984.9689491
17.4,1,1,0.212216443,-0.00572421,-9.757501828,0.000344802,-0.001016487,-0.001565285,0.999675294,-0.001461216,0.01287858,-0.021939429,0.052217267,0.000969834,25.397363,0,0,0,10.49942657,6.111115392,0.785470946,-2.129304197,984.9554856
17.42,1,1,0.212434628,-0.005727052,-9.758368389,0.000344859,-0.000989111,-0.001563008,0.999675085,-0.001458191,0.012868458,-0.021955096,0.05223182,0.000970061,25.39661974,0,0,0,10.49942593,6.111301187,0.785471026,-2.129304202,984.9420047
17.44,1,1,0.212650815,-0.005729879,-9.759226259,0.000344905,-0.000962024,-0.00156073,0.999674872,-0.001455158,0.012858608,-0.021970739,0.052246228,0.000970286,25.39588382,0,0,0,10.4994253,6.111486872,0.785471106,-2.129304207,984.9285067
17.46,1,1,0.212865025,-0.005732689,-9.760075449,0.000344941,-0.000935227,-0.001558451,0.999674656,-0.001452119,0.012849028,-0.021986361,0.052260492,0.00097051,25.39515511,0,0,0,10.49942466,6.111672474,0.785471185,-2.129304212,984.914992
17.48,1,1,0.21307728,-0.005735485,-9.760915973,0.000344965,-0.000908718,-0.001556171,0.999674437,-0.001449073,0.012839713,-0.02200196,0.052274614,0.000970732,25.39443349,0,0,0,10.49942402,6.111858025,0.785471265,-2.129304217,984.901461
17.5,1,1,0.2132876,-0.005738265,-9.761747848,0.00034498,-0.000882498,-0.00155389,0.999674215,-0.001446021,0.012830663,-0.022017536,0.052288594,0.000970952,25.3937188,0,0,0,10.49942338,6.112043552,0.785471344,-2.129304221,984.8879139
17.52,1,1,0.213496005,-0.005741029,-9.762571088,0.000344984,-0.000856564,-0.001551608,0.999673989,-0.001442963,0.012821873,-0.02203309,0.052302433,0.00097117,25.39301093,0,0,0,10.49942274,6.112229085,0.785471424,-2.129304226,984.8743511
17.54,1,1,0.213702517,-0.005743778,-9.763385711,0.000344977,-0.000830916,-0.001549326,0.999673761,-0.001439899,0.012813341,-0.022048622,0.052316133,0.000971387,25.39230973,0,0,0,10.4994221,6.11241465,0.785471504,-2.129304231,984.8607729
17.56,1,1,0.213907155,-0.005746512,-9.764191737,0.000344961,-0.000805554,-0.001547043,0.999673529,-0.001436829,0.012805064,-0.022064131,0.052329695,0.000971603,25.39161508,0,0,0,10.49942147,6.112600276,0.785471583,-2.129304236,984.8471797
17.58,1,1,0.21410994,-0.005749231,-9.764989184,0.000344934,-0.000780477,-0.001544759,0.999673294,-0.001433754,0.012797039,-0.022079618,0.052343121,0.000971816,25.39092685,0,0,0,10.49942083,6.11278599,0.785471663,-2.129304241,984.8335718
17.6,1,1,0.214310893,-0.005751934,-9.765778075,0.000344897,-0.000755684,-0.001542475,0.999673057,-0.001430673,0.012789263,-0.022095082,0.05235641,0.000972028,25.39024491,0,0,0,10.49942019,6.112971819,0.785471743,-2.129304246,984.8199495
17.62,1,1,0.214510034,-0.005754623,-9.76655843,0.000344851,-0.000731174,-0.001540191,0.999672816,-0.001427587,0.012781734,-0.022110524,0.052369565,0.000972238,25.38956914,0,0,0,10.49941955,6.113157788,0.785471822,-2.12930425,984.8063131
17.64,1,1,0.214707383,-0.005757296,-9.767330273,0.000344794,-0.000706946,-0.001537907,0.999672572,-0.001424495,0.012774448,-0.022125943,0.052382587,0.000972447,25.38889942,0,0,0,10.49941891,6.113343924,0.785471902,-2.129304255,984.792663
17.66,1,1,0.214902959,-0.005759955,-9.768093628,0.000344728,-0.000682999,-0.001535622,0.999672326,-0.001421399,0.012767403,-0.02214134,0.052395476,0.000972654,25.38823562,0,0,0,10.49941828,6.113530252,0.785471982,-2.12930426,984.7789994
17.68,1,1,0.215096784,-0.005762598,-9.76884852,0.000344652,-0.000659332,-0.001533338,0.999672076,-0.001418298,0.012760597,-0.022156714,0.052408235,0.00097286,25.38757762,0,0,0,10.49941764,6.113716797,0.785472061,-2.129304265,984.7653227
17.7,1,1,0.215288877,-0.005765227,-9.769594974,0.000344567,-0.000635945,-0.001531053,0.999671824,-0.001415192,0.012754025,-0.022172066,0.052420864,0.000973064,25.3869253,0,0,0,10.499417,6.113903583,0.785472141,-2.12930427,984.7516331
17.72,1,1,0.215479257,-0.005767841,-9.770333018,0.000344472,-0.000612836,-0.001528769,0.99967157,-0.001412081,0.012747686,-0.022187395,0.052433364,0.000973267,25.38627854,0,0,0,10.49941636,6.114090635,0.78547222,-2.129304275,984.737931
17.74,1,1,0.215667945,-0.00577044,-9.77106268,0.000344368,-0.000590004,-0.001526485,0.999671312,-0.001408966,0.012741577,-0.022202702,0.052445736,0.000973468,25.38563724,0,0,0,10.49941572,6.114277975,0.7854723,-2.12930428,984.7242166
17.76,1,1,0.21585496,-0.005773025,-9.771783987,0.000344255,-0.000567449,-0.001524202,0.999671052,-0.001405847,0.012735694,-0.022217986,0.052457983,0.000973667,25.38500126,0,0,0,10.49941509,6.114465626,0.78547238,-2.129304284,984.7104903
17.78,1,1,0.216040321,-0.005775595,-9.772496969,0.000344132,-0.000545168,-0.001521919,0.999670789,-0.001402724,0.012730036,-0.022233248,0.052470104,0.000973865,25.38437051,0,0,0,10.49941445,6.114653612,0.785472459,-2.129304289,984.6967524
17.8,1,1,0.216224048,-0.00577815,-9.773201658,0.000344001,-0.000523161,-0.001519636,0.999670523,-0.001399597,0.012724599,-0.022248487,0.052482101,0.000974062,25.38374486,0,0,0,10.49941381,6.114841954,0.785472539,-2.129304294,984.6830031
17.82,1,1,0.216406161,-0.005780692,-9.773898083,0.000343861,-0.000501428,-0.001517354,0.999670255,-0.001396466,0.01271938,-0.022263703,0.052493976,0.000974257,25.38312422,0,0,0,10.49941317,6.115030674,0.785472619,-2.129304299,984.6692426
17.84,1,1,0.216586678,-0.005783219,-9.774586278,0.000343712,-0.000479965,-0.001515073,0.999669985,-0.001393331,0.012714378,-0.022278897,0.052505729,0.000974451,25.38250846,0,0,0,10.49941253,6.115219792,0.785472698,-2.129304304,984.6554714
17.86,1,1,0.216765618,-0.005785732,-9.775266274,0.000343554,-0.000458774,-0.001512792,0.999669712,-0.001390193,0.012709589,-0.022294069,0.052517361,0.000974643,25.38189748,0,0,0,10.4994119,6.11540933,0.785472778,-2.129304309,984.6416897
17.88,1,1,0.216943001,-0.005788231,-9.775938106,0.000343387,-0.000437851,-0.001510512,0.999669437,-0.001387051,0.012705011,-0.022309218,0.052528875,0.000974834,25.38129117,0,0,0,10.49941126,6.115599306,0.785472857,-2.129304314,984.6278977
17.9,1,1,0.217118845,-0.005790716,-9.776601807,0.000343212,-0.000417196,-0.001508233,0.999669159,-0.001383907,0.01270064,-0.022324344,0.05254027,0.000975024,25.38068944,0,0,0,10.49941062,6.115789742,0.785472937,-2.129304319,984.6140957
17.92,1,1,0.217293169,-0.005793187,-9.777257414,0.000343029,-0.000396808,-0.001505956,0.999668879,-0.001380759,0.012696474,-0.022339448,0.052551548,0.000975212,25.38009217,0,0,0,10.49940998,6.115980656,0.785473017,-2.129304323,984.600284
17.94,1,1,0.217465991,-0.005795644,-9.777904961,0.000342837,-0.000376685,-0.001503679,0.999668596,-0.001377608,0.012692512,-0.022354529,0.05256271,0.000975399,25.37949926,0,0,0,10.49940934,6.116172066,0.785473096,-2.129304328,984.5864629
17.96,1,1,0.217637331,-0.005798087,-9.778544486,0.000342638,-0.000356826,-0.001501403,0.999668311,-0.001374454,0.012688749,-0.022369588,0.052573758,0.000975585,25.37891062,0,0,0,10.49940871,6.116363991,0.785473176,-2.129304333,984.5726326
17.98,1,1,0.217807205,-0.005800517,-9.779176026,0.00034243,-0.00033723,-0.001499129,0.999668024,-0.001371298,0.012685183,-0.022384625,0.052584692,0.000975769,25.37832614,0,0,0,10.49940807,6.116556448,0.785473255,-2.129304338,984.5587933
18,1,1,0.217975634,-0.005802934,-9.779799619,0.000342214,-0.000317895,-0.001496856,0.999667735,-0.001368139,0.012681812,-0.022399638,0.052595514,0.000975952,25.37774573,0,0,0,10.49940743,6.116749455,0.785473335,-2.129304343,984.5449454
18.02,1,1,0.218142634,-0.005805336,-9.780415302,0.00034199,-0.00029882,-0.001494584,0.999667444,-0.001364978,0.012678633,-0.02241463,0.052606225,0.000976133,25.37716929,0,0,0,10.49940679,6.116943028,0.785473415,-2.129304348,984.531089
18.04,1,1,0.218308224,-0.005807726,-9.781023117,0.000341758,-0.000280004,-0.001492313,0.99966715,-0.001361815,0.012675643,-0.022429599,0.052616825,0.000976314,25.37659672,0,0,0,10.49940615,6.117137184,0.785473494,-2.129304353,984.5172245
18.06,1,1,0.218472422,-0.005810102,-9.781623101,0.000341518,-0.000261444,-0.001490044,0.999666855,-0.001358649,0.012672841,-0.022444545,0.052627317,0.000976493,25.37602794,0,0,0,10.49940552,6.117331938,0.785473574,-2.129304358,984.503352
18.08,1,1,0.218635245,-0.005812465,-9.782215297,0.000341271,-0.00024314,-0.001487777,0.999666557,-0.001355482,0.012670222,-0.022459469,0.0526377,0.000976671,25.37546284,0,0,0,10.49940488,6.117527305,0.785473653,-2.129304363,984.4894719
18.1,1,1,0.218796711,-0.005814815,-9.782799745,0.000341017,-0.000225091,-0.001485511,0.999666257,-0.001352312,0.012667786,-0.022474371,0.052647977,0.000976848,25.37490134,0,0,0,10.49940424,6.1177233,0.785473733,-2.129304368,984.4755843
18.12,1,1,0.218956838,-0.005817152,-9.783376486,0.000340755,-0.000207294,-0.001483247,0.999665956,-0.001349141,0.012665528,-0.02248925,0.052658149,0.000977023,25.37434335,0,0,0,10.4994036,6.117919939,0.785473813,-2.129304373,984.4616894
18.14,1,1,0.219115643,-0.005819476,-9.783945564,0.000340485,-0.000189748,-0.001480985,0.999665652,-0.001345969,0.012663448,-0.022504106,0.052668216,0.000977197,25.37378877,0,0,0,10.49940296,6.118117234,0.785473892,-2.129304377,984.4477876
18.16,1,1,0.219273143,-0.005821787,-9.784507019,0.000340209,-0.000172452,-0.001478724,0.999665346,-0.001342794,0.012661541,-0.022518941,0.052678179,0.00097737,25.37323753,0,0,0,10.49940233,6.118315199,0.785473972,-2.129304382,984.4338791
18.18,1,1,0.219429355,-0.005824085,-9.785060897,0.000339925,-0.000155404,-0.001476465,0.999665039,-0.001339619,0.012659807,-0.022533753,0.052688041,0.000977542,25.37268953,0,0,0,10.49940169,6.118513847,0.785474051,-2.129304387,984.419964
18.2,1,1,0.219584297,-0.005826371,-9.78560724,0.000339635,-0.000138602,-0.001474208,0.999664729,-0.001336442,0.012658241,-0.022548542,0.052697801,0.000977713,25.37214469,0,0,0,10.49940105,6.118713191,0.785474131,-2.129304392,984.4060426
18.22,1,1,0.219737985,-0.005828644,-9.786146092,0.000339337,-0.000122046,-0.001471954,0.999664418,-0.001333264,0.012656843,-0.022563309,0.052707461,0.000977883,25.37160293,0,0,0,10.49940041,6.118913243,0.78547421,-2.129304397,984.3921151
18.24,1,1,0.219890435,-0.005830904,-9.786677499,0.000339033,-0.000105733,-0.001469701,0.999664105,-0.001330085,0.012655609,-0.022578054,0.052717022,0.000978051,25.37106416,0,0,0,10.49939977,6.119114015,0.78547429,-2.129304402,984.3781817
18.26,1,1,0.220041665,-0.005833152,-9.787201506,0.000338722,-8.97E-05,-0.00146745,0.99966379,-0.001326906,0.012654537,-0.022592776,0.052726485,0.000978218,25.3705283,0,0,0,10.49939914,6.119315517,0.78547437,-2.129304407,984.3642427
18.28,1,1,0.220191692,-0.005835388,-9.787718157,0.000338404,-7.38E-05,-0.001465201,0.999663474,-0.001323725,0.012653624,-0.022607476,0.052735852,0.000978385,25.36999529,0,0,0,10.4993985,6.119517761,0.785474449,-2.129304412,984.3502983
18.3,1,1,0.22034053,-0.005837612,-9.788227499,0.00033808,-5.82E-05,-0.001462955,0.999663155,-0.001320544,0.012652868,-0.022622154,0.052745122,0.00097855,25.36946502,0,0,0,10.49939786,6.119720758,0.785474529,-2.129304417,984.3363486
18.32,1,1,0.220488197,-0.005839823,-9.788729579,0.000337749,-4.29E-05,-0.00146071,0.999662835,-0.001317362,0.012652268,-0.02263681,0.052754298,0.000978714,25.36893744,0,0,0,10.49939722,6.119924516,0.785474608,-2.129304422,984.3223939
18.34,1,1,0.220634708,-0.005842022,-9.789224442,0.000337412,-2.78E-05,-0.001458468,0.999662514,-0.00131418,0.012651819,-0.022651443,0.052763381,0.000978877,25.36841245,0,0,0,10.49939658,6.120129047,0.785474688,-2.129304427,984.3084343
18.36,1,1,0.22078008,-0.00584421,-9.789712137,0.000337069,-1.29E-05,-0.001456229,0.999662191,-0.001310998,0.012651521,-0.022666054,0.052772371,0.000979039,25.36789,0,0,0,10.49939595,6.120334358,0.785474767,-2.129304432,984.2944702
18.38,1,1,0.220924329,-0.005846385,-9.79019271,0.00033672,1.77E-06,-0.001453991,0.999661866,-0.001307816,0.012651371,-0.022680643,0.052781269,0.0009792,25.36736999,0,0,0,10.49939531,6.120540459,0.785474847,-2.129304437,984.2805016
18.4,1,1,0.221067469,-0.005848548,-9.790666209,0.000336364,1.62E-05,-0.001451757,0.999661539,-0.001304633,0.012651366,-0.022695209,0.052790077,0.00097936,25.36685237,0,0,0,10.49939467,6.120747359,0.785474926,-2.129304442,984.2665287
18.42,1,1,0.221209517,-0.0058507,-9.791132683,0.000336003,3.04E-05,-0.001449524,0.999661211,-0.001301451,0.012651504,-0.022709753,0.052798796,0.000979519,25.36633706,0,0,0,10.49939403,6.120955065,0.785475006,-2.129304447,984.2525519
18.44,1,1,0.221350487,-0.00585284,-9.791592179,0.000335636,4.44E-05,-0.001447295,0.999660882,-0.001298268,0.012651783,-0.022724276,0.052807427,0.000979677,25.36582399,0,0,0,10.4993934,6.121163584,0.785475086,-2.129304452,984.2385711
18.46,1,1,0.221490396,-0.005854969,-9.792044748,0.000335263,5.81E-05,-0.001445067,0.999660551,-0.001295086,0.0126522,-0.022738776,0.05281597,0.000979834,25.36531309,0,0,0,10.49939276,6.121372925,0.785475165,-2.129304457,984.2245867
18.48,1,1,0.221629258,-0.005857086,-9.792490437,0.000334885,7.16E-05,-0.001442843,0.999660219,-0.001291905,0.012652754,-0.022753253,0.052824427,0.00097999,25.36480429,0,0,0,10.49939212,6.121583094,0.785475245,-2.129304462,984.2105988
18.5,1,1,0.221767088,-0.005859191,-9.792929295,0.000334501,8.49E-05,-0.001440621,0.999659885,-0.001288723,0.012653442,-0.022767709,0.052832798,0.000980145,25.36429753,0,0,0,10.49939148,6.121794097,0.785475324,-2.129304467,984.1966076
18.52,1,1,0.221903901,-0.005861286,-9.793361374,0.000334111,9.80E-05,-0.001438402,0.99965955,-0.001285543,0.012654262,-0.022782143,0.052841086,0.000980299,25.36379274,0,0,0,10.49939084,6.122005942,0.785475404,-2.129304472,984.1826133
18.54,1,1,0.222039713,-0.005863369,-9.793786722,0.000333716,0.00011084,-0.001436186,0.999659214,-0.001282363,0.012655211,-0.022796555,0.05284929,0.000980452,25.36328985,0,0,0,10.49939021,6.122218632,0.785475483,-2.129304477,984.168616
18.56,1,1,0.222174536,-0.00586544,-9.794205389,0.000333316,0.000123478,-0.001433972,0.999658876,-0.001279184,0.012656288,-0.022810944,0.052857412,0.000980605,25.36278881,0,0,0,10.49938957,6.122432175,0.785475563,-2.129304482,984.1546159
18.58,1,1,0.222308386,-0.005867501,-9.794617426,0.000332911,0.000135902,-0.001431762,0.999658537,-0.001276005,0.012657491,-0.022825312,0.052865453,0.000980756,25.36228955,0,0,0,10.49938893,6.122646574,0.785475642,-2.129304487,984.1406132
18.6,1,1,0.222441278,-0.005869551,-9.795022883,0.0003325,0.000148112,-0.001429554,0.999658196,-0.001272828,0.012658817,-0.022839657,0.052873413,0.000980906,25.361792,0,0,0,10.49938829,6.122861835,0.785475722,-2.129304492,984.126608
18.62,1,1,0.222573224,-0.00587159,-9.795421812,0.000332085,0.000160111,-0.001427349,0.999657855,-0.001269652,0.012660264,-0.022853981,0.052881295,0.000981056,25.36129612,0,0,0,10.49938765,6.123077962,0.785475802,-2.129304497,984.1126006
18.64,1,1,0.22270424,-0.005873618,-9.795814262,0.000331664,0.000171899,-0.001425148,0.999657512,-0.001266477,0.012661829,-0.022868283,0.052889098,0.000981205,25.36080183,0,0,0,10.49938702,6.12329496,0.785475881,-2.129304502,984.098591
18.66,1,1,0.222834339,-0.005875635,-9.796200284,0.000331239,0.000183479,-0.001422949,0.999657168,-0.001263303,0.012663512,-0.022882563,0.052896824,0.000981353,25.36030909,0,0,0,10.49938638,6.123512831,0.785475961,-2.129304507,984.0845795
18.68,1,1,0.222963536,-0.005877642,-9.796579931,0.000330809,0.000194852,-0.001420753,0.999656822,-0.001260131,0.01266531,-0.02289682,0.052904473,0.0009815,25.35981783,0,0,0,10.49938574,6.12373158,0.78547604,-2.129304512,984.0705661
18.7,1,1,0.223091842,-0.005879638,-9.796953254,0.000330374,0.000206021,-0.001418561,0.999656476,-0.00125696,0.01266722,-0.022911057,0.052912048,0.000981646,25.359328,0,0,0,10.4993851,6.123951208,0.78547612,-2.129304517,984.0565511
18.72,1,1,0.223219273,-0.005881623,-9.797320303,0.000329934,0.000216987,-0.001416371,0.999656128,-0.001253791,0.012669241,-0.022925271,0.052919548,0.000981791,25.35883955,0,0,0,10.49938447,6.12417172,0.785476199,-2.129304522,984.0425346
18.74,1,1,0.223345842,-0.005883598,-9.797681131,0.00032949,0.000227751,-0.001414185,0.99965578,-0.001250623,0.012671371,-0.022939463,0.052926974,0.000981936,25.35835241,0,0,0,10.49938383,6.124393118,0.785476279,-2.129304527,984.0285167
18.76,1,1,0.223471561,-0.005885563,-9.798035789,0.000329042,0.000238316,-0.001412002,0.99965543,-0.001247457,0.012673608,-0.022953634,0.052934328,0.000982079,25.35786654,0,0,0,10.49938319,6.124615403,0.785476358,-2.129304532,984.0144976
18.78,1,1,0.223596444,-0.005887518,-9.79838433,0.000328589,0.000248683,-0.001409823,0.999655079,-0.001244293,0.012675949,-0.022967783,0.05294161,0.000982222,25.35738189,0,0,0,10.49938255,6.124838578,0.785476438,-2.129304537,984.0004774
18.8,1,1,0.223720503,-0.005889462,-9.798726804,0.000328132,0.000258854,-0.001407646,0.999654728,-0.001241131,0.012678393,-0.02298191,0.052948822,0.000982364,25.3568984,0,0,0,10.49938191,6.125062644,0.785476517,-2.129304542,983.9864563
18.82,1,1,0.223843752,-0.005891397,-9.799063265,0.000327671,0.00026883,-0.001405473,0.999654375,-0.001237971,0.012680938,-0.022996016,0.052955964,0.000982506,25.35641603,0,0,0,10.49938128,6.125287602,0.785476597,-2.129304547,983.9724344
18.84,1,1,0.223966204,-0.005893321,-9.799393765,0.000327206,0.000278615,-0.001403304,0.999654021,-0.001234813,0.012683582,-0.0230101,0.052963037,0.000982646,25.35593472,0,0,0,10.49938064,6.125513454,0.785476676,-2.129304552,983.9584118
18.86,1,1,0.22408787,-0.005895236,-9.799718355,0.000326737,0.000288208,-0.001401138,0.999653667,-0.001231657,0.012686323,-0.023024162,0.052970042,0.000982786,25.35545443,0,0,0,10.49938,6.1257402,0.785476756,-2.129304557,983.9443888
18.88,1,1,0.224208763,-0.005897141,-9.800037087,0.000326264,0.000297613,-0.001398975,0.999653311,-0.001228503,0.012689159,-0.023038203,0.052976981,0.000982925,25.3549751,0,0,0,10.49937936,6.125967841,0.785476835,-2.129304562,983.9303653
